Image ID,split,model,Category,Ground Truth,Prediction,gt_norm,pred_norm
C99_1@B1190091@C@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R93_1@B0830412@R@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R93_1@B0830412@R@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R93_1@B0830412@R@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R105_2@B0830070@R@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R53_1@B0830850@R@DS006210-R000-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C96_1@2B32-14472000@C@DS015320-R003-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C151_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C151_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C140_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C140_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C151_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C151_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C153_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C319_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C653_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C653_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R679_1@B0830300@R@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R679_1@B0830300@R@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R679_1@B0830300@R@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C389_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C390_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C409_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C409_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C409_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C571_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C571_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C571_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
PC10_1@B1191580@C@DS015400-Z000-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C219_2@B1110160@C@DS013091-R001,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
EC15_1@B1300760@SOD@DS012334-Z204-B,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C273_1@B1190091@C@DS012350-R100-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C153_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,Yes,No,Yes,No
C153_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C153_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C719_1@B1191200@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C411_1@B1191200@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C411_1@B1191200@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C719_1@B1191200@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C153_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C138_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C138_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C138_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
C138_1@B1191190@C@DS006594-Z202-T,07,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R100_1@B0830572@R@DS00078G-R501-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R100_1@B0830572@R@DS00078G-R501-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R719_1@B0830962@R@DS012334-Z204-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R719_1@B0830962@R@DS012334-Z204-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R403_1@B0790110@R0201@DS00A085-R001,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R360_2@B0410600@R@DS00903U-R102-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R456_1@B0830554@R@DS003549-R102-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R386_1@B0830372@R@DS011512-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R481_1@B0830153@R@DS011512-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R481_1@B0830153@R@DS011512-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R481_1@B0830153@R@DS011512-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R481_1@B0830153@R@DS011512-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R675_1@10G212822004010@R@DS01450V-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U25_1@B2800214@IC@DS006593-Z201-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
FB2_1@B4920450@C@DS012621-R101-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
FB2_1@B4920450@C@DS012621-R101-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R220_1@B0790080@R@DS00405D-R003T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R491_1@B0830304@R@DS003857-R308-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R491_1@B0830304@R@DS003857-R308-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R491_1@B0830304@R@DS003857-R308-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R920_1@B0830003@R@DS003857-R308-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R417_1@B0830304@R@DS003857-R308-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
J1_3@B6214300@IC@DS007470-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
J1_3@B6214300@IC@DS007470-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
J1_3@B6214300@IC@DS007470-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
J1_3@B6214300@IC@DS007470-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R982_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R982_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q5_1@B2751910@SOT23@DS014062-Z200-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R705_1@B0790260@R0201@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R705_1@B0790260@R0201@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R704_1@B0790260@R0201@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R704_1@B0790260@R0201@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q40_1@B218A090@IC@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U33_1@B2560330@IC@DS00903T-R102-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U33_1@B2560330@IC@DS00903T-R102-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U33_1@B2560330@IC@DS00903T-R102-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
XTAL3_1@1324F001@MLD@DS012251-Z104-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
EC16_1@E1190000@MLD@DS005865-Z110-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
X2_1@B3240950@OSC@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
X2_1@B3240950@OSC@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
X2_1@B3240950@OSC@DS013532-R402-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R269_1@B0790170@R0201@DS013532-R402-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R269_1@B0790170@R0201@DS013532-R402-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R269_1@B0790170@R0201@DS013532-R402-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R267_1@B0790170@R0201@DS013532-R402-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R780_1@B0830276@R@DS012909-Z001-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
PR95_1@B0830443@R@DS012909-Z001-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2810990@IC@DS006210-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2810990@IC@DS006210-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2810990@IC@DS006210-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2810990@IC@DS006210-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2810990@IC@DS006210-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R982_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R982_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R982_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1011_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1011_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1011_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q15_1@B2590450@SOT23@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q15_1@B2590450@SOT23@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q15_1@B2590450@SOT23@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R947_1@B0410600@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
D242_1@B2710210@MLD@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q9_1@B2590450@SOT23@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R328_1@B0830113@R@DS012621-R101-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R128_1@B0831550@R@DS006457-R212-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R128_1@B0831550@R@DS006457-R212-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R128_1@B0831550@R@DS006457-R212-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R181_1@B0830390@R@DS006457-R212-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R922_2@B0830773@R@DS00900Q-Z401-T,09,Qwen3-VL-8B,Defect Detection,Yes,No,Yes,No
R922_2@B0830773@R@DS00900Q-Z401-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R922_2@B0830773@R@DS00900Q-Z401-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U27_1@B28435EH@IC@DS00900Q-Z401-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U27_1@B28435EH@IC@DS00900Q-Z401-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U27_1@B28435EH@IC@DS00900Q-Z401-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U27_1@B28435EH@IC@DS00900Q-Z401-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R722_1@B0830205@R@DS012334-Z204-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R722_1@B0830205@R@DS012334-Z204-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R722_1@B0830205@R@DS012334-Z204-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R722_1@B0830205@R@DS012334-Z204-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U28_1@B280E590@IC@DS00745D-Z501-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U28_1@B280E590@IC@DS00745D-Z501-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U28_1@B280E590@IC@DS00745D-Z501-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U36_1@B280E590@IC@DS00745D-Z501-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U36_1@B280E590@IC@DS00745D-Z501-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
EC29_1@E1190000@MLD@DS005865-Z110-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
EC48_1@E1190000@MLD@DS005865-Z110-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R678_1@B0830355@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R678_1@B0830355@R@DS006594-Z202-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R848_1@B0790510@R0201@DS015291-Z100-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q108_1@B2590450@SOT23@DS008191-Z100-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q108_1@B2590450@SOT23@DS008191-Z100-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q108_1@B2590450@SOT23@DS008191-Z100-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q18_2@B2730170@IC@DS015162-Z302-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q18_2@B2730170@IC@DS015162-Z302-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
Q18_2@B2730170@IC@DS015162-Z302-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
PR3026_1@10G212499214050@R@DS015392-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
PR3026_1@10G212499214050@R@DS015392-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
OR645_1@10G212390014050@R@DS015392-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
OR645_1@10G212390014050@R@DS015392-R000-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U3_2@B2834270@IC@DS008602-R004-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R540_1@B0840090@R@DS013991-R500-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1062_1@B0882120@R@DS01187C-Z500-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1062_1@B0882120@R@DS01187C-Z500-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R1062_1@B0882120@R@DS01187C-Z500-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R125_2@B0410700@R@DS006210-R000-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R125_2@B0410700@R@DS006210-R000-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
R125_2@B0410700@R@DS006210-R000-B,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS008121-Z200-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS008121-Z200-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS008121-Z200-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
U2_1@B284092D@IC@DS008121-Z200-T,09,Qwen3-VL-8B,Defect Detection,No,Yes,No,Yes
